Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,DateBirth,RemoteWork
26,No,travel_frequently,1283.0,28,3,Medical,"956,0",28,M,52.0,2,2, Sales Executive ,1,Unknown,4294.0,11148,1,Unknown,12,"3,0",2,0,Unknown,2,3,7,0,7,1997,yes
32,No,Unknown,498.0,3,4,Medical,"966,0",3,F,93.0,3,2, Manufacturing Director ,1,Married,6725.0,13554,1,Unknown,12,"3,0",3,1,"8,0",2,4,8,6,3,1991,no
36,Yes,travel_rarely,530.0,3,1,Life Sciences,"967,0",3,M,51.0,2,3, Sales Executive ,4,Married,10325.0,5518,1,Unknown,11,Unknown,1,1,Unknown,6,3,16,3,7,1987,no
45,No,non-travel,805.0,47,2,Unknown,"972,0",47,M,57.0,3,2, Laboratory Technician ,2,Unknown,4447.0,23163,1,Unknown,12,"3,0",2,0,Unknown,5,2,9,0,8,1978,yes
36,No,non-travel,1229.0,8,4,Technical Degree,"990,0",1,M,84.0,3,2, Sales Executive ,4,Divorced,6463.923076923077,25952,4,No,13,Unknown,4,2,"12,0",3,3,7,0,7,1987,yes
54,No,travel_rarely,1441.0,17,3,Technical Degree,"1013,0",3,F,56.0,3,3, Manufacturing Director ,3,Unknown,6463.923076923077,13943,8,Unknown,11,Unknown,3,1,"22,0",2,3,10,0,8,1969,yes
30,No,travel_rarely,153.0,8,2,Unknown,"1015,0",2,F,73.0,4,3, Research Director ,1,Unknown,6463.923076923077,17802,0,Yes,12,"3,0",3,3,Unknown,4,2,8,1,7,1993,yes
26,No,Unknown,1066.0,2,2,Medical,"1018,0",4,M,32.0,4,2, Manufacturing Director ,4,Married,5472.0,3334,1,Unknown,12,"3,0",2,0,Unknown,2,3,8,1,3,1997,no
55,No,travel_frequently,135.0,18,4,Medical,"1034,0",3,M,62.0,3,2, Healthcare Representative ,2,Married,6385.0,12992,3,Unknown,14,"3,0",4,2,Unknown,3,3,8,6,7,1968,yes
32,No,non-travel,1109.0,29,4,Unknown,"1046,0",4,F,69.0,3,1, Laboratory Technician ,3,Single,6463.923076923077,11135,9,No,12,"3,0",2,0,"10,0",2,3,8,7,7,1991,yes
53,No,travel_frequently,124.0,2,3,Marketing,"1050,0",3,F,38.0,2,3, Sales Executive ,2,Unknown,7525.0,23537,2,Unknown,12,"3,0",1,1,"30,0",2,3,15,6,12,1970,yes
55,No,Unknown,444.0,2,1,Unknown,"1074,0",3,M,40.0,2,4, Manager ,1,Single,6463.923076923077,17323,7,No,15,"3,0",2,0,Unknown,3,4,9,6,2,1968,yes
28,Yes,non-travel,1366.0,24,2,Unknown,"1082,0",2,M,72.0,2,3, Healthcare Representative ,1,Single,6463.923076923077,12355,1,No,12,"3,0",1,0,"10,0",2,2,10,1,9,1995,no
28,No,travel_rarely,857.0,10,3,Other,"1097,0",3,F,59.0,3,2, Research Scientist ,3,Single,3660.0,7909,3,No,13,"3,0",4,0,Unknown,4,4,8,1,7,1995,yes
35,Yes,Unknown,1204.0,4,3,Technical Degree,"1100,0",4,M,86.0,3,3, Sales Executive ,1,Unknown,6463.923076923077,10333,0,Unknown,22,"4,0",1,0,"9,0",2,3,8,4,7,1988,yes
33,Yes,travel_frequently,827.0,36,4,Medical,"1101,0",36,F,54.0,2,2, Research Scientist ,3,Single,6463.923076923077,3129,1,No,22,"4,0",2,0,"14,0",4,3,13,3,8,1990,yes
25,Yes,Unknown,1219.0,4,1,Technical Degree,"1106,0",4,M,32.0,3,1, Laboratory Technician ,4,Married,6463.923076923077,4605,1,Unknown,15,Unknown,2,1,"7,0",3,4,7,5,6,1998,yes
38,No,Unknown,770.0,10,4,Unknown,"1119,0",3,M,65.96954813359528,2,3, Sales Executive ,3,Unknown,8740.0,5569,0,Yes,14,"3,0",2,2,"9,0",2,3,8,2,7,1985,yes
43,No,travel_frequently,1082.0,27,3,Life Sciences,"1126,0",3,F,83.0,3,3, Manufacturing Director ,1,Married,6463.923076923077,11535,8,No,11,"3,0",3,1,"18,0",1,3,8,0,1,1980,no
40,No,travel_rarely,1308.0,14,3,Unknown,"1128,0",3,M,44.0,2,5, Research Director ,3,Unknown,6463.923076923077,17544,1,No,14,Unknown,1,0,Unknown,2,3,20,4,9,1983,yes
26,No,travel_rarely,1384.0,3,4,Unknown,"1177,0",1,M,82.0,4,1, Laboratory Technician ,4,Unknown,6463.923076923077,13421,1,Unknown,22,"4,0",2,1,"8,0",2,3,8,0,7,1997,yes
35,No,travel_rarely,819.0,2,3,Unknown,"1182,0",3,M,44.0,2,3, Manufacturing Director ,2,Divorced,6463.923076923077,19588,2,No,18,"3,0",2,1,"15,0",2,4,7,6,4,1988,yes
53,No,Unknown,1223.0,7,2,Medical,"1201,0",4,F,50.0,3,5, Manager ,3,Divorced,6463.923076923077,18640,3,No,18,"3,0",2,1,"26,0",6,3,7,4,7,1970,no
35,No,Unknown,1361.0,17,4,Life Sciences,"1218,0",3,M,94.0,3,2, Sales Executive ,1,Unknown,6463.923076923077,21026,3,Unknown,15,"3,0",4,3,"15,0",2,3,7,1,7,1988,yes
33,No,Unknown,1146.0,25,3,Medical,"1220,0",2,F,65.96954813359528,3,2, Sales Executive ,3,Unknown,6463.923076923077,4905,1,No,12,"3,0",1,1,Unknown,3,2,10,0,1,1990,yes
30,No,travel_rarely,853.0,7,4,Life Sciences,"1224,0",3,M,49.0,3,2, Laboratory Technician ,3,Divorced,3491.0,11309,1,Unknown,13,Unknown,1,3,Unknown,4,2,10,8,9,1993,yes
32,No,Unknown,1316.0,2,2,Life Sciences,"1235,0",4,F,38.0,3,2, Research Scientist ,3,Single,6463.923076923077,2338,4,Yes,14,"3,0",4,0,"10,0",2,3,8,0,7,1991,no
36,No,Unknown,363.0,1,3,Technical Degree,"1237,0",3,F,65.96954813359528,1,3, Manufacturing Director ,1,Divorced,10252.0,4235,2,Yes,21,"4,0",3,1,"17,0",2,3,7,7,7,1987,yes
43,No,Unknown,920.0,3,3,Life Sciences,"1255,0",3,M,96.0,1,5, Research Director ,4,Unknown,19740.0,18625,3,No,14,"3,0",2,1,Unknown,2,3,8,0,7,1980,yes
29,No,travel_rarely,694.0,1,3,Unknown,"1264,0",4,F,65.96954813359528,2,4, Research Director ,4,Divorced,6463.923076923077,3423,3,No,14,"3,0",2,2,"9,0",2,2,7,1,7,1994,yes
59,No,Unknown,1429.0,24,4,Unknown,"1283,0",24,M,67.0,3,3, Manufacturing Director ,4,Single,6463.923076923077,20002,6,No,12,"3,0",4,0,Unknown,6,2,9,5,4,1964,no
43,No,travel_rarely,531.0,4,4,Marketing,"1293,0",4,F,56.0,2,3, Sales Executive ,4,Single,6463.923076923077,20364,3,No,14,"3,0",4,0,"23,0",3,4,21,15,17,1980,yes
44,Yes,travel_rarely,621.0,15,3,Medical,"1295,0",1,F,73.0,3,3, Healthcare Representative ,4,Married,6463.923076923077,14075,1,Unknown,11,"3,0",4,1,Unknown,2,3,10,0,5,1979,yes
39,No,travel_rarely,524.0,33,2,Unknown,"1322,0",1,M,32.0,3,2, Manufacturing Director ,3,Single,4534.0,13352,0,Unknown,11,"3,0",1,0,Unknown,6,3,8,1,7,1984,yes
34,No,Unknown,943.0,9,3,Unknown,"1344,0",4,M,86.0,3,3, Healthcare Representative ,4,Unknown,8500.0,5494,0,Unknown,11,Unknown,4,1,"10,0",0,2,9,1,6,1989,yes
38,No,Unknown,1009.0,2,2,Life Sciences,"1355,0",2,F,31.0,3,2, Sales Executive ,1,Unknown,6463.923076923077,19461,3,Unknown,15,"3,0",4,1,"11,0",3,3,7,1,7,1985,yes
36,No,travel_frequently,607.0,12,3,Marketing,"1362,0",12,F,83.0,4,2, Sales Executive ,1,Married,4639.0,2261,2,No,16,"3,0",4,1,Unknown,2,2,15,6,13,1987,yes
35,No,Unknown,817.0,1,3,Unknown,"1369,0",4,F,60.0,2,2, Laboratory Technician ,4,Unknown,5363.0,10846,0,No,12,"3,0",2,1,"10,0",0,3,9,0,0,1988,no
34,No,Unknown,803.129648241206,29,3,Unknown,"1377,0",2,M,86.0,3,2, Laboratory Technician ,3,Unknown,6463.923076923077,17491,4,Unknown,13,"3,0",1,2,"10,0",1,3,8,7,7,1989,no
43,No,Unknown,930.0,6,3,Medical,"1402,0",1,F,73.0,2,2, Research Scientist ,3,Single,4081.0,20003,1,Yes,14,"3,0",1,0,"20,0",3,1,20,1,8,1980,no
42,No,travel_rarely,1147.0,10,3,Human Resources,"1408,0",3,F,31.0,3,4, Manager ,1,Married,6463.923076923077,16616,0,Unknown,14,"3,0",3,1,"21,0",5,3,20,0,9,1981,no
26,No,travel_rarely,652.0,7,3,Unknown,"1417,0",3,M,100.0,4,1, Laboratory Technician ,1,Single,3578.0,23577,0,No,12,"3,0",4,0,"8,0",2,3,7,0,7,1997,yes
29,Yes,Unknown,337.0,14,1,Other,"1421,0",3,F,84.0,3,3, Healthcare Representative ,4,Single,6463.923076923077,22930,0,Yes,12,"3,0",1,0,Unknown,1,3,8,7,7,1994,yes
54,No,Unknown,971.0,1,3,Unknown,"1422,0",4,F,54.0,3,4, Research Director ,4,Unknown,17328.0,5652,6,Unknown,19,"3,0",4,0,"29,0",3,2,20,12,7,1969,no
55,No,Unknown,1136.0,1,4,Unknown,"1424,0",2,M,81.0,4,4, Research Director ,4,Divorced,6463.923076923077,12414,2,No,13,"3,0",4,2,"31,0",4,4,7,0,0,1968,yes
46,Yes,Unknown,377.0,9,3,Marketing,"1457,0",1,M,52.0,3,3, Sales Executive ,4,Divorced,6463.923076923077,15986,4,No,11,"3,0",1,1,"28,0",1,4,7,4,3,1977,yes
45,No,travel_rarely,1038.0,20,3,Medical,"1460,0",2,M,95.0,1,3, Healthcare Representative ,1,Unknown,10851.0,19863,2,Yes,18,"3,0",2,1,Unknown,2,3,7,0,7,1978,no
49,No,travel_rarely,1490.0,7,4,Life Sciences,"1484,0",3,M,35.0,3,3, Healthcare Representative ,2,Divorced,10466.0,20948,3,Unknown,14,"3,0",2,2,"29,0",3,3,8,0,7,1974,no
29,No,travel_rarely,1246.0,19,3,Unknown,"1497,0",3,M,77.0,2,2, Sales Executive ,3,Unknown,6463.923076923077,23757,1,Unknown,14,"3,0",3,2,"10,0",3,3,10,0,4,1994,yes
29,Yes,Unknown,224.0,1,4,Technical Degree,"1522,0",1,M,100.0,2,1, Research Scientist ,1,Single,2362.0,7568,6,No,13,"3,0",3,0,Unknown,2,1,9,0,7,1994,yes
29,No,Unknown,441.0,8,1,Other,"1544,0",3,F,39.0,1,2, Healthcare Representative ,1,Unknown,6463.923076923077,7288,3,No,13,"3,0",3,1,"9,0",3,3,7,0,7,1994,yes
53,Yes,Unknown,607.0,2,5,Unknown,"1572,0",3,F,78.0,2,3, Manufacturing Director ,4,Married,6463.923076923077,14618,0,Unknown,16,"3,0",2,1,Unknown,4,3,33,1,9,1970,yes
44,No,Unknown,1313.0,7,3,Medical,"1608,0",2,F,31.0,3,5, Research Director ,4,Unknown,6463.923076923077,3549,0,Yes,14,Unknown,4,1,Unknown,4,2,22,1,10,1979,no
45,No,Unknown,1015.0,5,5,Unknown,"1611,0",3,F,50.0,1,2, Laboratory Technician ,1,Unknown,5769.0,23447,1,Unknown,14,"3,0",1,0,"10,0",3,3,10,1,4,1978,no
45,No,non-travel,803.129648241206,26,3,Marketing,"1612,0",1,M,52.0,2,2, Sales Executive ,1,Unknown,4385.0,24162,1,Unknown,15,Unknown,1,1,"10,0",2,3,10,4,5,1978,no
34,No,travel_frequently,426.0,10,4,Unknown,"1615,0",3,M,42.0,4,2, Manufacturing Director ,4,Unknown,6463.923076923077,17000,1,Unknown,13,"3,0",1,1,"9,0",3,3,9,7,2,1989,yes
27,No,Unknown,1302.0,36,3,Unknown,"1619,0",36,M,65.96954813359528,2,1, Laboratory Technician ,1,Divorced,4066.0,16290,1,No,11,"3,0",1,2,"7,0",3,3,7,0,7,1996,yes
45,No,travel_rarely,1329.0,2,2,Unknown,"1635,0",4,F,59.0,2,2, Manufacturing Director ,4,Divorced,6463.923076923077,5388,1,Unknown,19,"3,0",1,2,"10,0",3,3,10,3,9,1978,yes
44,No,Unknown,602.0,1,5,Unknown,"1642,0",1,M,37.0,3,2, Human Resources ,4,Married,6463.923076923077,10503,4,Yes,11,"3,0",3,0,"14,0",3,3,10,0,2,1979,yes
25,No,Unknown,772.0,2,1,Life Sciences,"1653,0",4,M,77.0,4,2, Manufacturing Director ,3,Divorced,5206.0,4973,1,Unknown,17,"3,0",3,2,"7,0",6,3,7,0,7,1998,no
48,Yes,travel_frequently,803.129648241206,7,2,Unknown,"1691,0",4,F,95.0,3,1, Sales Representative ,3,Unknown,2655.0,11740,2,Unknown,11,Unknown,3,2,"19,0",3,3,9,7,7,1975,no
26,No,Unknown,786.0,7,3,Medical,"1693,0",4,M,76.0,3,1, Laboratory Technician ,4,Unknown,2570.0,11925,1,No,20,"4,0",3,0,"7,0",5,3,7,5,7,1997,yes
44,No,travel_rarely,921.0,2,3,Life Sciences,"1703,0",3,F,96.0,4,3, Healthcare Representative ,4,Unknown,6463.923076923077,14810,1,Unknown,19,Unknown,2,1,Unknown,2,3,8,6,7,1979,yes
46,No,Unknown,717.0,13,4,Unknown,"1727,0",3,M,34.0,3,2, Healthcare Representative ,2,Single,6463.923076923077,9697,6,No,14,"3,0",4,0,"19,0",3,3,10,0,9,1977,yes
35,No,Unknown,1370.0,27,4,Life Sciences,"1728,0",4,M,49.0,3,2, Manufacturing Director ,3,Married,6463.923076923077,5151,2,Unknown,16,"3,0",2,1,"17,0",3,3,7,0,7,1988,yes
30,No,travel_frequently,1312.0,2,4,Unknown,"1745,0",4,F,78.0,2,1, Research Scientist ,1,Unknown,4968.0,26427,0,Unknown,16,"3,0",4,0,"10,0",2,3,9,0,7,1993,no
30,No,Unknown,979.0,15,2,Marketing,"1754,0",3,M,94.0,2,3, Sales Executive ,1,Unknown,6463.923076923077,3088,2,No,11,"3,0",1,1,Unknown,2,3,7,1,7,1993,yes
33,No,non-travel,1283.0,2,3,Marketing,"1756,0",4,F,62.0,3,2, Sales Executive ,2,Unknown,5147.0,10697,8,No,15,"3,0",4,0,"13,0",2,2,11,1,7,1990,yes
32,No,Unknown,953.0,5,4,Unknown,"1764,0",2,M,65.0,3,1, Research Scientist ,2,Single,2718.0,17674,2,No,14,"3,0",2,0,"12,0",3,3,7,0,7,1991,yes
43,No,travel_rarely,244.0,2,3,Life Sciences,"1778,0",2,M,97.0,3,1, Human Resources ,4,Unknown,3539.0,5033,0,No,13,"3,0",2,0,Unknown,5,3,9,1,8,1980,no
35,Yes,Unknown,303.0,27,3,Unknown,"1797,0",3,M,84.0,3,2, Sales Executive ,4,Unknown,5813.0,13492,1,Unknown,18,"3,0",4,0,Unknown,2,3,10,7,7,1988,no
35,No,non-travel,1180.0,2,2,Medical,"1804,0",2,M,90.0,3,2, Manufacturing Director ,4,Divorced,6463.923076923077,24442,2,No,14,"3,0",3,1,"15,0",6,3,7,1,7,1988,no
30,No,Unknown,1092.0,10,3,Medical,"1816,0",1,F,64.0,3,3, Manufacturing Director ,3,Single,9667.0,2739,9,No,14,"3,0",2,0,"9,0",3,3,7,0,2,1993,no
46,Yes,travel_rarely,261.0,19,2,Medical,"1821,0",4,F,66.0,3,2, Healthcare Representative ,2,Married,6463.923076923077,10842,4,No,22,"4,0",4,1,"13,0",2,4,9,3,7,1977,no
43,No,travel_frequently,1422.0,2,4,Life Sciences,"1849,0",1,M,92.0,3,2, Sales Executive ,4,Married,5675.0,19246,1,Unknown,20,"4,0",3,1,"7,0",5,3,7,7,7,1980,no
46,Yes,Unknown,803.129648241206,10,3,Life Sciences,"1869,0",3,F,64.0,3,3, Sales Executive ,2,Unknown,7314.0,14011,5,Unknown,21,"4,0",3,3,"14,0",2,3,8,0,7,1977,yes
27,No,travel_rarely,511.0,2,2,Unknown,"1898,0",1,F,89.0,4,2, Sales Executive ,3,Single,6463.923076923077,26997,0,No,14,"3,0",2,0,"9,0",5,2,8,0,7,1996,no
42,No,Unknown,1396.0,6,3,Medical,"1911,0",3,M,83.0,3,3, Research Director ,1,Married,6463.923076923077,14842,9,No,13,"3,0",2,1,"18,0",3,4,13,5,7,1981,yes
28,No,travel_frequently,803.129648241206,1,2,Life Sciences,"1927,0",3,M,42.0,2,2, Sales Executive ,4,Married,6463.923076923077,19255,1,Unknown,12,"3,0",3,1,"7,0",2,3,7,0,7,1995,yes
47,No,Unknown,1169.0,14,4,Unknown,"1934,0",3,M,64.0,3,2, Research Scientist ,2,Married,6463.923076923077,2125,8,Unknown,18,"3,0",3,1,Unknown,4,4,8,1,7,1976,no
34,No,travel_rarely,1239.0,13,4,Medical,"1951,0",4,M,39.0,3,3, Sales Executive ,3,Divorced,6463.923076923077,22914,1,No,18,"3,0",3,1,"9,0",2,2,8,1,1,1989,yes
26,No,Unknown,157.0,1,3,Medical,"1952,0",3,M,95.0,3,1, Laboratory Technician ,1,Single,6463.923076923077,20006,0,No,13,"3,0",4,0,"8,0",6,3,7,7,6,1997,yes
27,No,travel_rarely,954.0,9,3,Unknown,"1965,0",4,M,44.0,3,2, Sales Executive ,4,Unknown,6463.923076923077,5099,1,Unknown,14,"3,0",1,0,Unknown,5,3,7,0,7,1996,no
31,Yes,travel_frequently,754.0,26,4,Marketing,"1967,0",1,M,63.0,3,2, Sales Executive ,4,Unknown,6463.923076923077,21075,1,Yes,11,"3,0",3,0,"10,0",4,3,10,0,8,1992,yes
31,No,Unknown,697.0,10,3,Unknown,"1979,0",3,F,40.0,3,3, Research Director ,3,Married,6463.923076923077,26862,4,No,20,"4,0",3,1,"13,0",2,4,11,4,8,1992,yes
35,No,Unknown,1395.0,9,4,Medical,"2008,0",2,M,48.0,3,2, Research Scientist ,3,Unknown,5098.0,18698,1,No,19,"3,0",2,0,"10,0",5,3,10,0,8,1988,yes
33,No,travel_rarely,501.0,15,2,Unknown,"2009,0",2,F,95.0,3,2, Healthcare Representative ,4,Married,6463.923076923077,21653,0,Yes,13,Unknown,1,1,Unknown,6,3,9,8,1,1990,yes
39,No,travel_rarely,116.0,24,1,Life Sciences,"2014,0",1,M,52.0,3,2, Research Scientist ,4,Single,6463.923076923077,5340,7,No,13,Unknown,1,0,Unknown,2,3,7,1,7,1984,no
41,No,travel_rarely,582.0,28,4,Life Sciences,"2034,0",1,F,60.0,2,4, Manufacturing Director ,2,Married,13570.0,5640,0,No,23,Unknown,3,1,"21,0",3,3,20,0,10,1982,yes
34,No,Unknown,704.0,28,3,Marketing,"2035,0",4,F,95.0,2,2, Sales Executive ,3,Married,6712.0,8978,1,No,21,"4,0",4,2,"8,0",2,3,8,1,7,1989,no
39,No,travel_rarely,613.0,6,1,Unknown,"2062,0",4,M,42.0,2,3, Healthcare Representative ,1,Unknown,9991.0,21457,4,Unknown,15,"3,0",1,1,Unknown,5,3,7,1,7,1984,yes
34,No,travel_rarely,419.0,7,4,Unknown,"28,0",1,F,53.0,3,3, Research Director ,2,Single,6463.923076923077,21293,0,No,11,Unknown,3,0,Unknown,4,3,12,2,11,1989,no
46,No,Unknown,1211.0,5,4,Unknown,"62,0",1,M,98.0,3,2, Sales Executive ,4,Single,6463.923076923077,20445,4,Unknown,21,Unknown,3,0,"14,0",4,3,9,0,8,1977,yes
41,No,travel_frequently,857.0,10,3,Life Sciences,"199,0",4,M,91.0,2,4, Manager ,1,Divorced,6463.923076923077,12888,4,Unknown,13,"3,0",2,1,Unknown,2,2,7,7,7,1982,no
39,No,Unknown,505.0,2,4,Unknown,"343,0",3,F,64.0,3,3, Healthcare Representative ,3,Single,10938.0,6420,0,No,25,"4,0",4,0,"20,0",1,3,19,11,8,1984,no
42,No,travel_rarely,269.0,2,3,Medical,"351,0",4,F,56.0,2,1, Laboratory Technician ,1,Divorced,2593.0,8007,0,Yes,11,"3,0",3,1,"10,0",4,3,9,7,8,1981,yes
33,No,travel_frequently,553.0,5,4,Unknown,"428,0",4,F,74.0,3,3, Manager ,2,Married,11878.0,23364,6,Unknown,11,Unknown,2,2,"12,0",2,3,10,8,8,1990,yes
35,No,travel_rarely,1296.0,5,4,Technical Degree,"464,0",3,M,62.0,3,3, Manufacturing Director ,2,Single,8095.0,18264,0,No,13,"3,0",4,0,"17,0",5,3,16,0,13,1988,yes
41,No,travel_rarely,427.0,10,4,Human Resources,"731,0",2,M,73.0,2,5, Manager ,4,Divorced,6463.923076923077,8861,3,No,15,"3,0",2,3,"23,0",2,2,21,12,6,1982,no
27,No,Unknown,975.0,7,3,Unknown,"764,0",4,F,55.0,2,2, Healthcare Representative ,1,Unknown,6463.923076923077,23398,8,No,19,"3,0",1,0,Unknown,2,1,7,0,7,1996,no
51,No,travel_rarely,1318.0,26,4,Marketing,"851,0",1,F,66.0,3,4, Manager ,3,Married,6463.923076923077,5594,2,No,14,"3,0",3,1,Unknown,2,2,20,4,17,1972,no
47,No,travel_rarely,249.0,2,2,Marketing,"903,0",3,F,35.0,3,2, Sales Executive ,4,Unknown,4537.0,17783,0,Unknown,22,"4,0",1,1,"8,0",2,3,7,7,7,1976,yes
50,No,non-travel,881.0,2,4,Unknown,"905,0",1,M,98.0,3,4, Manager ,1,Divorced,17924.0,4544,1,Unknown,11,"3,0",4,1,"31,0",3,3,31,14,7,1973,no
35,No,travel_rarely,1137.0,21,1,Life Sciences,"942,0",4,F,51.0,3,2, Healthcare Representative ,4,Married,4014.0,19170,1,Unknown,25,"4,0",4,1,"10,0",2,1,10,0,7,1988,yes
39,No,travel_rarely,466.0,1,1,Unknown,"1026,0",4,F,65.0,2,4, Manufacturing Director ,4,Married,12742.0,7060,1,No,16,"3,0",3,1,Unknown,3,3,21,11,8,1984,yes
41,No,Unknown,509.0,7,2,Unknown,"1085,0",2,F,43.0,4,1, Research Scientist ,3,Unknown,3376.0,18863,1,No,13,"3,0",3,0,Unknown,3,3,10,0,8,1982,no
42,No,Unknown,469.0,2,2,Medical,"1109,0",4,M,35.0,3,4, Manager ,1,Unknown,6463.923076923077,14399,0,No,17,"3,0",4,1,"23,0",3,3,22,13,7,1981,no
52,No,travel_rarely,994.0,7,4,Life Sciences,"1118,0",2,M,87.0,3,3, Healthcare Representative ,2,Single,6463.923076923077,15322,7,Unknown,19,"3,0",4,0,"18,0",4,3,8,4,0,1971,yes
38,No,Unknown,433.0,1,3,Unknown,"1152,0",3,M,37.0,4,1, Human Resources ,3,Unknown,6463.923076923077,6004,1,No,13,"3,0",4,1,"7,0",2,4,7,5,0,1985,yes
35,No,Unknown,482.0,4,4,Life Sciences,"1350,0",3,M,87.0,3,2, Research Scientist ,3,Single,4249.0,2690,1,Unknown,11,"3,0",2,0,Unknown,3,3,9,1,1,1988,no
28,No,travel_rarely,1083.0,29,1,Life Sciences,"1514,0",3,M,96.0,1,2, Manufacturing Director ,2,Married,6549.0,3173,1,Unknown,14,Unknown,2,2,"8,0",2,2,8,1,7,1995,yes
44,No,Unknown,136.0,28,3,Life Sciences,"1523,0",4,M,32.0,3,4, Research Director ,1,Married,6463.923076923077,22074,3,No,13,"3,0",3,1,Unknown,1,4,20,14,17,1979,yes
50,No,Unknown,333.0,22,5,Unknown,"1539,0",3,M,88.0,1,4, Research Director ,4,Unknown,14411.0,24450,1,Unknown,13,"3,0",4,0,Unknown,2,3,32,13,9,1973,no
39,No,Unknown,1462.0,6,3,Unknown,"1588,0",4,M,38.0,4,3, Sales Executive ,3,Married,8237.0,4658,2,No,11,"3,0",1,1,"11,0",3,3,7,7,6,1984,yes
49,No,Unknown,722.0,13,4,Unknown,"1617,0",13,F,84.0,3,1, Laboratory Technician ,1,Unknown,3211.0,22102,1,Unknown,14,"3,0",4,1,"10,0",3,2,9,1,4,1974,yes
45,No,Unknown,803.129648241206,28,2,Technical Degree,"1719,0",4,F,48.0,2,4, Research Director ,2,Single,16704.0,17119,1,Unknown,11,Unknown,3,0,"21,0",2,3,21,8,6,1978,no
27,No,Unknown,1131.0,15,3,Unknown,"1870,0",4,F,77.0,2,1, Research Scientist ,1,Married,4774.0,23844,0,No,19,"3,0",4,1,Unknown,2,3,7,7,3,1996,no
42,No,travel_rarely,300.0,2,3,Unknown,"2031,0",1,M,56.0,3,5, Manager ,3,Married,6463.923076923077,17312,5,Unknown,11,"3,0",1,0,"24,0",2,2,22,4,14,1981,yes
49,No,Unknown,1023.0,2,3,Unknown,"2065,0",4,M,63.0,2,2, Sales Executive ,2,Married,6463.923076923077,13243,2,Unknown,14,"3,0",4,0,"17,0",3,2,9,0,8,1974,yes
29,No,travel_rarely,153.0,15,2,Life Sciences,"15,0",4,F,49.0,2,2, Laboratory Technician ,3,Single,6463.923076923077,12682,0,Yes,12,"3,0",4,0,"10,0",3,3,9,0,8,1994,yes
34,No,non-travel,1065.0,12,4,Marketing,"60,0",12,M,72.0,3,2, Sales Executive ,3,Unknown,4568.0,10034,0,No,20,"4,0",3,0,Unknown,2,3,9,8,7,1989,no
36,No,Unknown,1195.0,11,3,Unknown,"85,0",2,M,95.0,2,2, Manufacturing Director ,2,Single,6499.0,22656,1,No,13,"3,0",3,0,"6,0",3,3,6,0,3,1987,yes
29,No,travel_rarely,665.0,15,3,Unknown,"346,0",3,M,60.0,3,1, Research Scientist ,4,Unknown,6463.923076923077,22673,1,No,19,"3,0",1,0,"6,0",1,3,6,1,5,1994,no
26,No,Unknown,1479.0,1,3,Unknown,"384,0",3,F,84.0,3,2, Manufacturing Director ,2,Unknown,6397.0,26767,1,No,20,"4,0",1,1,"6,0",6,1,6,1,4,1997,no
28,No,Unknown,304.0,9,4,Life Sciences,"498,0",2,M,92.0,3,2, Sales Executive ,4,Single,6463.923076923077,20750,1,No,16,"3,0",4,0,Unknown,1,3,7,0,7,1995,yes
42,No,travel_frequently,1368.0,30,4,Technical Degree,"551,0",4,F,65.96954813359528,2,2, Healthcare Representative ,4,Married,6463.923076923077,4386,0,No,11,"3,0",4,3,"7,0",4,4,6,0,4,1981,yes
31,No,travel_rarely,828.0,2,1,Life Sciences,"604,0",2,M,77.0,3,2, Sales Executive ,4,Unknown,6463.923076923077,8346,4,Yes,13,"3,0",3,0,"10,0",2,4,6,0,5,1992,yes
37,No,non-travel,142.0,9,4,Unknown,"626,0",1,M,69.0,3,3, Sales Executive ,2,Divorced,6463.923076923077,24666,1,No,13,"3,0",4,1,"9,0",6,3,9,7,7,1986,no
50,No,Unknown,1246.0,3,3,Unknown,"644,0",1,M,99.0,3,5, Manager ,2,Married,6463.923076923077,7999,1,No,11,"3,0",3,1,Unknown,2,3,32,10,7,1973,no
34,No,Unknown,254.0,1,2,Life Sciences,"649,0",2,M,83.0,2,1, Research Scientist ,4,Unknown,3622.0,22794,1,Yes,13,"3,0",4,1,"6,0",3,3,6,1,3,1989,yes
27,No,travel_frequently,1410.0,3,1,Medical,"714,0",4,F,71.0,4,2, Sales Executive ,4,Unknown,6463.923076923077,16673,1,Unknown,20,Unknown,2,2,Unknown,3,3,6,0,4,1996,no
25,No,Unknown,883.0,42,1,Unknown,"781,0",42,F,32.0,3,2, Sales Executive ,4,Single,6180.0,22807,1,No,23,"4,0",2,0,"6,0",5,2,6,1,4,1998,no
34,No,Unknown,121.0,2,4,Unknown,"804,0",3,F,86.0,2,1, Research Scientist ,1,Unknown,4381.0,7530,1,Unknown,11,Unknown,3,0,"6,0",3,3,6,1,3,1989,yes
