,ID_FK,Age,Attrition,BusinessTravel,DistanceFromHome,Education,EducationField,Gender,MaritalStatus,DateBirth
855,855,32,No,travel_rarely,2,3,Technical Degree,M,Unknown,1991
856,856,40,No,travel_rarely,2,4,Unknown,M,Unknown,1983
857,857,50,Yes,travel_rarely,40,3,Marketing,M,Unknown,1973
858,858,26,No,Unknown,5,3,Other,F,Single,1997
859,859,36,No,travel_frequently,23,2,Medical,M,Unknown,1987
860,860,27,No,travel_rarely,4,3,Life Sciences,M,Unknown,1996
861,861,33,No,Unknown,2,3,Medical,M,Unknown,1990
862,862,36,No,Unknown,5,4,Life Sciences,F,Married,1987
863,863,31,No,Unknown,1,4,Medical,M,Single,1992
864,864,22,No,travel_rarely,2,1,Technical Degree,M,Unknown,2001
865,865,27,No,Unknown,3,3,Unknown,M,Divorced,1996
866,866,33,No,travel_rarely,2,3,Life Sciences,M,Unknown,1990
867,867,36,No,travel_frequently,18,1,Unknown,F,Single,1987
868,868,37,No,Unknown,18,2,Medical,F,Unknown,1986
869,869,49,No,Unknown,45,2,Technical Degree,F,Unknown,1974
870,870,35,No,Unknown,9,4,Unknown,M,Single,1988
871,871,22,No,Unknown,11,3,Medical,F,Married,2001
872,872,33,No,Unknown,1,5,Unknown,F,Unknown,1990
873,873,31,Yes,Unknown,13,4,Medical,M,Divorced,1992
874,874,45,Yes,Unknown,26,4,Unknown,F,Unknown,1978
875,875,53,No,Unknown,7,3,Unknown,M,Married,1970
876,876,34,No,travel_rarely,8,2,Unknown,F,Unknown,1989
877,877,28,No,travel_rarely,8,2,Medical,M,Divorced,1995
878,878,42,No,travel_frequently,2,1,Unknown,M,Single,1981
879,879,40,No,Unknown,9,4,Unknown,M,Unknown,1983
880,880,37,Yes,Unknown,1,4,Life Sciences,M,Married,1986
881,881,38,No,Unknown,10,1,Unknown,M,Married,1985
882,882,34,No,travel_rarely,10,4,Life Sciences,F,Married,1989
883,883,50,No,travel_rarely,12,4,Medical,M,Married,1973
884,884,26,Yes,Unknown,21,3,Unknown,M,Unknown,1997
885,885,40,No,Unknown,29,2,Medical,F,Married,1983
886,886,19,No,travel_rarely,47,2,Unknown,M,Single,2004
887,887,20,No,travel_rarely,21,3,Marketing,M,Single,2003
888,888,59,No,Unknown,3,3,Unknown,F,Single,1964
889,889,30,No,travel_rarely,17,4,Medical,F,Unknown,1993
890,890,45,No,travel_rarely,29,3,Unknown,M,Married,1978
891,891,30,No,Unknown,42,1,Life Sciences,M,Unknown,1993
892,892,24,No,Unknown,24,2,Technical Degree,M,Unknown,1999
893,893,32,No,Unknown,5,2,Life Sciences,F,Married,1991
894,894,28,Yes,travel_rarely,24,3,Medical,M,Married,1995
895,895,49,No,Unknown,11,4,Unknown,F,Single,1974
896,896,38,No,travel_frequently,2,2,Medical,F,Married,1985
897,897,46,No,travel_rarely,2,4,Unknown,M,Unknown,1977
898,898,34,Yes,travel_frequently,9,4,Life Sciences,M,Unknown,1989
899,899,39,No,Unknown,20,3,Life Sciences,M,Unknown,1984
900,900,26,Yes,travel_rarely,20,2,Unknown,F,Married,1997
901,901,54,No,travel_rarely,7,4,Medical,F,Married,1969
902,902,36,No,travel_frequently,2,1,Unknown,M,Unknown,1987
903,903,32,Yes,travel_frequently,5,2,Unknown,F,Unknown,1991
904,904,33,No,Unknown,1,2,Medical,M,Divorced,1990
905,905,37,Yes,travel_rarely,2,2,Unknown,M,Single,1986
906,906,59,No,travel_rarely,3,3,Medical,F,Unknown,1964
907,907,21,No,travel_rarely,15,2,Unknown,M,Single,2002
908,908,30,No,travel_rarely,9,2,Medical,M,Unknown,1993
909,909,39,Yes,travel_rarely,18,3,Technical Degree,M,Married,1984
910,910,35,No,Unknown,4,2,Other,M,Divorced,1988
911,911,27,No,Unknown,2,4,Life Sciences,F,Divorced,1996
912,912,26,Yes,Unknown,25,3,Life Sciences,M,Single,1997
913,913,48,Yes,Unknown,1,2,Unknown,M,Unknown,1975
914,914,35,No,non-travel,11,2,Medical,M,Married,1988
915,915,55,No,travel_rarely,8,3,Unknown,F,Divorced,1968
916,916,36,No,travel_rarely,6,3,Life Sciences,F,Unknown,1987
917,917,55,No,Unknown,1,2,Unknown,M,Married,1968
918,918,23,No,Unknown,2,1,Technical Degree,M,Divorced,2000
919,919,20,Yes,Unknown,6,3,Life Sciences,F,Single,2003
920,920,37,No,Unknown,2,2,Life Sciences,M,Divorced,1986
921,921,22,No,Unknown,15,3,Unknown,F,Single,2001
922,922,36,No,Unknown,3,2,Life Sciences,F,Divorced,1987
923,923,19,Yes,travel_rarely,22,1,Marketing,M,Single,2004
924,924,41,No,Unknown,9,4,Life Sciences,M,Unknown,1982
925,925,19,No,Unknown,18,1,Unknown,F,Single,2004
926,926,51,No,Unknown,7,4,Unknown,M,Married,1972
927,927,58,No,Unknown,9,3,Unknown,F,Married,1965
928,928,19,Yes,travel_rarely,2,3,Life Sciences,M,Single,2004
929,929,38,No,travel_rarely,38,4,Unknown,M,Unknown,1985
930,930,38,Yes,Unknown,29,1,Medical,M,Married,1985
931,931,59,No,travel_rarely,3,3,Life Sciences,M,Married,1964
932,932,50,No,travel_rarely,1,4,Medical,F,Divorced,1973
933,933,41,No,travel_rarely,19,2,Life Sciences,M,Divorced,1982
934,934,37,Yes,Unknown,10,3,Medical,M,Unknown,1986
935,935,28,Yes,travel_rarely,2,4,Life Sciences,M,Single,1995
936,936,31,No,travel_rarely,23,3,Medical,M,Unknown,1992
937,937,44,Yes,travel_frequently,12,3,Life Sciences,M,Unknown,1979
938,938,36,No,Unknown,3,3,Technical Degree,M,Single,1987
939,939,36,No,Unknown,18,4,Life Sciences,M,Married,1987
940,940,39,Yes,travel_rarely,3,2,Unknown,F,Married,1984
941,941,42,No,travel_rarely,23,5,Unknown,F,Single,1981
942,942,32,No,Unknown,2,3,Unknown,F,Married,1991
943,943,48,No,travel_rarely,29,1,Medical,F,Married,1975
944,944,42,No,travel_rarely,2,4,Unknown,M,Unknown,1981
945,945,36,No,non-travel,1,5,Medical,F,Unknown,1987
946,946,33,Yes,travel_rarely,5,3,Marketing,F,Single,1990
947,947,46,No,Unknown,7,4,Medical,F,Married,1977
948,948,21,Yes,travel_rarely,12,3,Life Sciences,F,Single,2002
949,949,30,No,Unknown,2,1,Technical Degree,M,Unknown,1993
950,950,30,Yes,travel_frequently,4,3,Unknown,M,Single,1993
951,951,32,No,travel_rarely,10,4,Unknown,M,Single,1986
952,952,38,No,travel_frequently,2,2,Unknown,M,Married,1985
953,953,19,Yes,Unknown,2,2,Technical Degree,M,Single,2004
954,954,57,No,travel_rarely,29,3,Unknown,M,Divorced,1966
955,955,18,Yes,travel_frequently,5,3,Marketing,M,Unknown,2005
956,956,40,No,Unknown,28,3,Other,M,Unknown,1983
957,957,26,Yes,travel_rarely,24,3,Unknown,M,Single,1997
958,958,24,No,Unknown,17,2,Other,M,Married,1999
959,959,30,Yes,travel_frequently,12,4,Unknown,M,Married,1993
960,960,37,No,travel_rarely,2,3,Marketing,M,Married,1986
961,961,20,No,travel_rarely,1,3,Life Sciences,F,Unknown,2003
962,962,43,No,Unknown,14,4,Other,M,Divorced,1980
963,963,38,No,Unknown,27,1,Life Sciences,F,Unknown,1985
964,964,29,No,Unknown,44,2,Medical,F,Unknown,1994
965,965,20,Yes,Unknown,10,1,Medical,M,Single,2003
966,966,35,No,non-travel,20,3,Unknown,M,Married,1988
967,967,37,No,Unknown,10,2,Life Sciences,M,Single,1986
968,968,38,No,Unknown,1,3,Unknown,F,Single,1985
969,969,29,No,Unknown,10,3,Unknown,M,Single,1994
970,970,38,No,travel_rarely,2,5,Medical,M,Married,1985
971,971,34,No,travel_rarely,8,5,Life Sciences,F,Unknown,1989
972,972,23,Yes,Unknown,6,3,Life Sciences,M,Unknown,2000
973,973,24,No,Unknown,9,3,Life Sciences,M,Divorced,1999
974,974,29,Yes,travel_rarely,1,2,Life Sciences,F,Married,1994
975,975,40,No,travel_frequently,16,4,Medical,M,Unknown,1983
976,976,30,No,travel_rarely,2,3,Unknown,F,Single,1993
977,977,45,No,Unknown,2,3,Unknown,F,Unknown,1978
978,978,53,No,travel_rarely,8,3,Marketing,M,Married,1970
979,979,37,No,Unknown,19,2,Unknown,M,Single,1986
980,980,32,Yes,travel_rarely,25,4,Unknown,M,Unknown,1991
981,981,58,Yes,travel_frequently,2,1,Unknown,M,Divorced,1965
982,982,21,Yes,travel_rarely,18,1,Other,F,Single,2002
983,983,34,No,Unknown,48,3,Life Sciences,M,Unknown,1989
984,984,58,No,Unknown,5,3,Unknown,F,Divorced,1965
985,985,48,No,Unknown,20,4,Medical,M,Married,1975
986,986,32,No,non-travel,1,3,Life Sciences,F,Married,1991
987,987,25,Yes,Unknown,19,2,Marketing,M,Married,1998
988,988,40,No,Unknown,10,4,Marketing,M,Divorced,1983
989,989,19,Yes,Unknown,21,3,Other,M,Single,2004
990,990,40,Yes,non-travel,24,3,Unknown,F,Single,1983
991,991,29,Yes,travel_rarely,10,3,Unknown,F,Single,1994
992,992,47,No,travel_rarely,18,2,Life Sciences,F,Single,1976
993,993,18,No,Unknown,5,2,Unknown,M,Unknown,2005
994,994,42,No,Unknown,5,2,Unknown,M,Unknown,1981
995,995,37,Yes,travel_rarely,11,2,Medical,F,Unknown,1986
996,996,36,Yes,Unknown,15,3,Unknown,M,Divorced,1987
997,997,28,No,travel_rarely,10,1,Medical,M,Married,1995
998,998,43,No,Unknown,25,3,Unknown,M,Unknown,1980
999,999,21,Yes,travel_rarely,10,3,Unknown,F,Single,2002
1000,1000,51,Yes,travel_rarely,4,4,Unknown,M,Married,1972
1001,1001,37,No,Unknown,10,4,Unknown,F,Divorced,1986
1002,1002,28,Yes,Unknown,1,3,Medical,M,Divorced,1995
1003,1003,50,Yes,Unknown,1,4,Unknown,M,Single,1973
1004,1004,34,No,Unknown,3,4,Unknown,M,Unknown,1989
1005,1005,38,No,travel_rarely,2,2,Marketing,M,Single,1985
1006,1006,18,Yes,Unknown,8,1,Unknown,M,Single,2005
1007,1007,41,No,Unknown,12,4,Unknown,M,Unknown,1982
1008,1008,35,No,travel_rarely,1,4,Medical,M,Unknown,1988
1009,1009,32,No,Unknown,2,1,Unknown,F,Unknown,1991
1010,1010,44,No,non-travel,26,3,Unknown,M,Single,1979
1011,1011,41,Yes,non-travel,5,2,Life Sciences,M,Unknown,1982
1012,1012,42,No,travel_frequently,26,5,Medical,F,Married,1981
1013,1013,49,No,Unknown,4,2,Medical,M,Married,1974
1014,1014,48,No,travel_rarely,2,2,Technical Degree,M,Single,1975
1015,1015,29,No,travel_rarely,7,3,Unknown,M,Unknown,1994
1016,1016,48,No,Unknown,1,3,Life Sciences,M,Single,1975
1017,1017,19,No,Unknown,25,3,Life Sciences,F,Single,2004
1018,1018,23,No,Unknown,1,2,Unknown,M,Unknown,2000
1019,1019,25,Yes,travel_frequently,32,1,Unknown,M,Single,1998
1020,1020,45,No,travel_frequently,25,3,Medical,F,Unknown,1978
1021,1021,27,No,Unknown,11,3,Medical,F,Married,1996
1022,1022,18,No,non-travel,1,3,Unknown,F,Single,2005
1023,1023,31,Yes,travel_frequently,2,3,Unknown,F,Single,1992
1024,1024,31,Yes,travel_frequently,1,4,Life Sciences,F,Single,1992
1025,1025,31,Yes,travel_rarely,8,3,Life Sciences,F,Unknown,1992
1026,1026,27,No,travel_rarely,11,1,Life Sciences,M,Married,1996
1027,1027,39,Yes,Unknown,2,3,Unknown,F,Single,1984
1028,1028,44,No,travel_frequently,1,5,Marketing,F,Married,1979
1029,1029,30,No,Unknown,25,3,Unknown,M,Unknown,1993
1030,1030,24,Yes,travel_frequently,9,3,Unknown,M,Unknown,1999
1031,1031,28,Yes,Unknown,2,2,Medical,M,Single,1995
1032,1032,33,No,Unknown,8,5,Unknown,M,Unknown,1990
1033,1033,39,No,travel_rarely,6,3,Unknown,F,Single,1984
1034,1034,42,No,Unknown,2,3,Medical,M,Married,1981
1035,1035,29,No,travel_rarely,9,3,Unknown,M,Married,1994
1036,1036,35,No,travel_rarely,1,3,Unknown,M,Unknown,1988
1037,1037,34,No,Unknown,13,4,Medical,M,Single,1989
1038,1038,26,No,travel_rarely,3,3,Unknown,F,Unknown,1997
1039,1039,50,No,Unknown,24,3,Marketing,M,Married,1973
1040,1040,35,No,Unknown,7,2,Life Sciences,M,Unknown,1988
1041,1041,46,No,travel_rarely,1,4,Life Sciences,M,Unknown,1977
1042,1042,18,Yes,travel_frequently,3,2,Medical,F,Single,2005
1043,1043,29,No,Unknown,5,3,Unknown,M,Divorced,1994
1044,1044,31,No,Unknown,5,4,Life Sciences,F,Unknown,1992
1045,1045,41,No,travel_rarely,23,2,Unknown,M,Single,1982
1046,1046,60,No,Unknown,1,4,Unknown,M,Divorced,1963
1047,1047,24,Yes,Unknown,22,1,Unknown,M,Married,1999
1048,1048,40,No,travel_rarely,8,2,Life Sciences,F,Unknown,1983
1049,1049,47,No,non-travel,2,4,Marketing,M,Unknown,1976
1050,1050,45,No,travel_rarely,41,3,Life Sciences,F,Married,1978
1051,1051,34,No,Unknown,2,4,Unknown,M,Married,1989
1052,1052,33,Yes,Unknown,16,3,Unknown,F,Unknown,1990
1053,1053,31,Yes,travel_rarely,16,4,Unknown,M,Married,1992
1054,1054,30,No,Unknown,16,3,Unknown,M,Married,1993
1055,1055,38,No,travel_rarely,18,3,Medical,M,Married,1985
1056,1056,22,Yes,travel_rarely,45,1,Medical,F,Unknown,2001
1057,1057,18,No,Unknown,14,3,Unknown,F,Single,2005
1058,1058,31,Yes,travel_rarely,18,5,Human Resources,M,Married,1992
1059,1059,36,No,travel_rarely,2,4,Unknown,F,Unknown,1987
1060,1060,32,No,travel_frequently,10,4,Marketing,M,Unknown,1991
1061,1061,42,No,travel_rarely,8,3,Unknown,M,Unknown,1981
1062,1062,29,No,travel_rarely,6,1,Unknown,M,Married,1994
1063,1063,28,No,travel_rarely,3,3,Medical,F,Unknown,1995
1064,1064,30,Yes,Unknown,9,3,Unknown,M,Unknown,1993
1065,1065,26,No,Unknown,1,2,Life Sciences,F,Unknown,1997
1066,1066,44,No,travel_rarely,1,4,Unknown,M,Unknown,1979
1067,1067,29,Yes,travel_frequently,24,3,Technical Degree,M,Single,1994
1068,1068,28,Yes,travel_rarely,13,2,Marketing,F,Unknown,1995
1069,1069,56,No,travel_rarely,11,5,Unknown,F,Married,1967
1070,1070,39,No,travel_rarely,9,2,Unknown,M,Married,1984
1071,1071,58,No,Unknown,21,3,Unknown,F,Unknown,1965
1072,1072,42,No,travel_rarely,12,4,Marketing,M,Divorced,1981
1073,1073,27,Yes,Unknown,22,3,Unknown,F,Married,1996
1074,1074,38,No,travel_rarely,1,3,Unknown,M,Single,1985
1075,1075,32,No,Unknown,5,4,Life Sciences,M,Unknown,1991
1076,1076,31,No,Unknown,2,1,Medical,F,Unknown,1992
1077,1077,40,No,Unknown,44,4,Unknown,M,Married,1983
1078,1078,23,Yes,Unknown,9,3,Unknown,M,Married,2000
1079,1079,35,No,travel_rarely,26,4,Life Sciences,F,Single,1988
